,M1,M2,M3,M4,M5
LOC_Os01g05520,0,0,0,0,0
LOC_Os01g05530,0,0,0,0,0
LOC_Os01g05540,0,4,29,21,0
LOC_Os01g05550,0,0,0,0,0
LOC_Os01g05560,96,58,61,3,31
LOC_Os01g05570,0,0,0,0,0
LOC_Os01g05580,0,0,0,0,0
LOC_Os01g05585,0,0,0,0,0
LOC_Os01g05590,0,0,0,0,0
LOC_Os01g05600,0,0,0,0,0
LOC_Os01g05610,550.915,392.337,321.883,646.615,688.263
LOC_Os01g05620,0,0,0,0,0
LOC_Os01g05630,33.973,87.179,37.36,179.179,263.581
LOC_Os01g05640,0,0,0,0,0
LOC_Os01g05650,4884,2988,4525,4206,9692
LOC_Os01g05660,0,0,27,1,19
LOC_Os01g05670,511,277,257,321,817
LOC_Os01g05680,0,0,0,0,0
LOC_Os01g05694,0,0,0,0,0
LOC_Os01g05710,0,0,0,0,0
LOC_Os01g05720,0,0,0,0,0
LOC_Os01g05730,0,0,0,0,0
LOC_Os01g05744,0,0,0,0,0
LOC_Os01g05760,0,0,0,0,0
LOC_Os01g05770,0,0,0,0,0
LOC_Os01g05780,0,0,0,0,0
LOC_Os01g05790,402,206,91,55,309
LOC_Os01g05800,2629,1952,1478,1913,2659
LOC_Os01g05810,92,159,61,225,445
LOC_Os01g05820,0,0,0,0,0
LOC_Os01g05830,82,0,0,27,43
LOC_Os01g05840,1407,427,467,697,680
LOC_Os01g05850,0,0,0,0,0
LOC_Os01g05860,0,0,0,0,0
LOC_Os01g05870,0,0,0,0,0
LOC_Os01g05880,0,0,0,0,0
LOC_Os01g05890,0,0,0,0,0
LOC_Os01g05900,255.193,250.593,98.007,265.821,294.845
LOC_Os01g05940,0,0,0,0,0
LOC_Os01g05960,0,0,0,0,0
LOC_Os01g05970,308.009,203.163,205.103,365.794,687.489
LOC_Os01g05980,0,0,0,0,0
LOC_Os01g06000,0,12,0,79,0
LOC_Os01g06010,1019.074,680.009,907.874,637.601,1907.98
LOC_Os01g06020,56,55,27,27,60
LOC_Os01g06030,0,0,0,0,0
LOC_Os01g06040,0,0,0,0,0
LOC_Os01g06050,0,0,0,0,1
LOC_Os01g06060,0,0,0,0,0
LOC_Os01g06070,0,0,0,0,0
LOC_Os01g06080,0,0,0,0,0
LOC_Os01g06090,0,0,0,0,0
LOC_Os01g06100,0,0,0,0,0
LOC_Os01g06110,0,0,0,0,0
LOC_Os01g06120,0,0,0,0,0
LOC_Os01g06130,0,0,0,0,0
LOC_Os01g06140,0,0,0,0,0
LOC_Os01g06150,0,0,0,0,0
LOC_Os01g06160,0,0,0,0,19.023
LOC_Os01g06170,0,0,0,0,0
LOC_Os01g06180,0,0,0,0,0
LOC_Os01g06200,0,0,0,0,0
LOC_Os01g06210,0,0,0,0,0
LOC_Os01g06220,0,0,0,0,0
LOC_Os01g06230,0,0,0,0,0
LOC_Os01g06240,0,0,0,0,0
LOC_Os01g06250,0,0,0,0,0
LOC_Os01g06260,0,0,0,0,0
LOC_Os01g06270,62,279,231,143,243
LOC_Os01g06280,485.769,171,255.783,188.518,131
LOC_Os01g06290,146.231,160,71.217,175.482,69
LOC_Os01g06300,0,0,0,0,0
LOC_Os01g06310,1,0,0,5,2
LOC_Os01g06320,0,0,0,0,0
LOC_Os01g06330,0,0,0,0,0
LOC_Os01g06340,0,0,0,0,0
LOC_Os01g06350,0,0,0,0,0
LOC_Os01g06360,0,0,0,0,0
LOC_Os01g06370,0,0,0,0,0
LOC_Os01g06380,0,0,0,0,0
LOC_Os01g06390,0,0,0,0,0
LOC_Os01g06400,0,0,0,0,0
LOC_Os01g06410,0,0,0,0,0
LOC_Os01g06420,0,0,0,0,0
LOC_Os01g06430,0,0,0,0,0
LOC_Os01g06440,0,0,0,0,0
LOC_Os01g06450,0,0,0,0,0
LOC_Os01g06454,0,0,33,0,0
LOC_Os01g06460,282,195,71,133,160
LOC_Os01g06470,0,0,0,0,0
LOC_Os01g06490,68,17,124,33,162
LOC_Os01g06500,6,54,6,36,3
LOC_Os01g06510,0,0,2,53,0
LOC_Os01g06520,0,0,0,0,0
LOC_Os01g06530,0,0,0,0,0
LOC_Os01g06540,0,0,0,0,0
LOC_Os01g06550,135,36,0,0,146
LOC_Os01g06560,0,0,0,0,0
LOC_Os01g06570,0,0,0,0,0
LOC_Os01g06580,1,22,0,2,1
LOC_Os01g06590,27,104,36,173,120
LOC_Os01g06600,86,0,35,36,39
LOC_Os01g06610,0,0,0,0,0
LOC_Os01g06620,0,0,0,0,0
LOC_Os01g06630,0,0,0,0,0
LOC_Os01g06640,0,0,27,0,0
LOC_Os01g06650,0,0,0,0,0
LOC_Os01g06660,1,0,0,1,0
LOC_Os01g06670,0,0,0,0,0
LOC_Os01g06680,0,9,0,0,0
LOC_Os01g06690,0,0,0,0,0
LOC_Os01g06700,0,0,0,0,0
LOC_Os01g06710,0,0,0,0,0
LOC_Os01g06720,0,0,0,0,0
LOC_Os01g06730,0,0,0,0,0
LOC_Os01g06740,0,0,0,0,10.477
LOC_Os01g06750,0,0,0,0,0
LOC_Os01g06760,0,0,0,0,0
LOC_Os01g06770,0,0,0,0,0
LOC_Os01g06780,0,0,0,0,0
LOC_Os01g06790,0,0,0,0,0
LOC_Os01g06800,0,0,0,0,0
LOC_Os01g06810,0,0,0,0,0
LOC_Os01g06820,0,0,1,0,0
LOC_Os01g06836,0,0,0,1,0
LOC_Os01g06852,0,0,0,0,0
LOC_Os01g06870,0,0,0,0,0
LOC_Os01g06876,0,0,0,0,0
LOC_Os01g06882,0,0,0,0,0
LOC_Os01g06890,0,0,0,0,0
LOC_Os01g06900,0,0,0,0,0
LOC_Os01g06910,0,0,0,0,0
LOC_Os01g06920,0,0,0,0,0
LOC_Os01g06940,0,0,0,0,0
LOC_Os01g06950,0,0,0,0,0
LOC_Os01g06960,0,0,0,0,0
LOC_Os01g06970,0,0,0,0,0
LOC_Os01g06980,0,0,0,0,0
LOC_Os01g06990,0,0,0,0,0
LOC_Os01g07000,0,0,0,0,0
LOC_Os01g07010,0,0,0,0,0
LOC_Os01g07020,0,0,0,0,0
LOC_Os01g07030,0,0,0,0,0
LOC_Os01g07040,0,0,0,0,0
LOC_Os01g07050,0,0,0,0,0
LOC_Os01g07060,0,0,0,0,0
LOC_Os01g07070,297,132,84,134,46
LOC_Os01g07080,35,0,2,4,0
LOC_Os01g07090,517,1010,987,823,2101
LOC_Os01g07100,0,31,8,0,1
LOC_Os01g07110,0,0,0,0,0
LOC_Os01g07120,93,0,0,0,0
LOC_Os01g07130,0,0,0,0,0
LOC_Os01g07140,0,0,0,0,0
LOC_Os01g07150,0,0,0,0,0
LOC_Os01g07160,0,0,0,0,0
LOC_Os01g07170,0,0,39,0,0
LOC_Os01g07180,0,0,0,0,0
LOC_Os01g07190,0,0,0,0,0
LOC_Os01g07200,129,64,90,85,129
LOC_Os01g07212,0,0,0,0,0
LOC_Os01g07240,0,0,0,0,0
LOC_Os01g07250,279,98,122,81,31
LOC_Os01g07260,0,0,0,0,0
LOC_Os01g07270,0,0,0,0,0
LOC_Os01g07280,0,0,0,0,0
LOC_Os01g07300,92,38,97,22,124
LOC_Os01g07310,580,186,147,239,292
LOC_Os01g07320,0,0,0,0,0
LOC_Os01g07330,0,0,0,0,0
LOC_Os01g07340,0,0,0,0,0
LOC_Os01g07350,0,0,0,0,0
LOC_Os01g07360,0,0,0,0,0
LOC_Os01g07364,0,0,0,0,0
LOC_Os01g07370,144,117,265,85,691
LOC_Os01g07376,35,240,0,6,0
LOC_Os01g07382,232,86,41,19,115
LOC_Os01g07390,0,43,48,4,219
LOC_Os01g07400,359,26,52,13,585
LOC_Os01g07410,82,0,24,0,105
LOC_Os01g07420,0,0,0,1,1
LOC_Os01g07430,0,0,0,0,0
LOC_Os01g07450,0,0,0,0,0
LOC_Os01g07460,0,0,0,0,0
LOC_Os01g07470,0,0,0,0,0
LOC_Os01g07480,0,0,0,0,0
LOC_Os01g07490,140,33,67,51,16
LOC_Os01g07500,0,0,0,1,1
LOC_Os01g07510,0,0,0,0,0
LOC_Os01g07520,85,19,105,69,164
LOC_Os01g07530,407,330,408,616,714
LOC_Os01g07540,0,31,91,66,28
LOC_Os01g07550,0,0,0,0,0
LOC_Os01g07560,0,0,0,0,0
LOC_Os01g07570,0,0,0,0,0
LOC_Os01g07590,0,15,3,0,1
LOC_Os01g07600,35,27,0,0,0
LOC_Os01g07610,0,0,0,0,0
LOC_Os01g07620,0,0,0,1,0
LOC_Os01g07630,304,120,70,148,72
LOC_Os01g07640,0,0,0,0,0
LOC_Os01g07650,0,0,0,0,0
LOC_Os01g07660,0,0,0,0,0
LOC_Os01g07670,0,0,0,0,0
LOC_Os01g07680,0,0,0,0,0
LOC_Os01g07700,56,214,228,230,526
LOC_Os01g07710,0,0,0,0,0
LOC_Os01g07720,128,7,29,22,0
LOC_Os01g07730,104,13,28,7,79
LOC_Os01g07740,0,0,82,84,91
LOC_Os01g07750,173,0,21,113,22
LOC_Os01g07760,939,967,742,744,1613
LOC_Os01g07770,0,0,0,0,0
LOC_Os01g07780,42,122,82,6,143
LOC_Os01g07790,0,0,0,0,0
LOC_Os01g07800,1545,510,544,862,715
LOC_Os01g07810,365,250,156,187,130
LOC_Os01g07820,0,0,41.967,15,0
LOC_Os01g07830,0,0,0,0,0
LOC_Os01g07840,0,0,0,0,0
LOC_Os01g07850,0,0,0,7,0
LOC_Os01g07860,0,0,0,0,0
LOC_Os01g07870,474,187,188,93,379
LOC_Os01g07880,114,43,61,57,37
LOC_Os01g07890,0,0,0,0,0
LOC_Os01g07900,0,6,0,37,80
LOC_Os01g07910,0,0,0,0,53
LOC_Os01g07920,0,35,0,53,1
LOC_Os01g07930,0,0,0,0,0
LOC_Os01g07940,0,68,44,0,0
LOC_Os01g07950,1,59,77,13,98
LOC_Os01g07960,482,237,204,171,394
LOC_Os01g07970,0,25,0,11,75
LOC_Os01g07980,0,0,13,0,0
LOC_Os01g07990,0,0,0,0,0
LOC_Os01g08000,0,0,0,0,0
LOC_Os01g08010,0,19,0,1,0
LOC_Os01g08020,24,48,123,64,17
LOC_Os01g08050,0,0,0,0,0
LOC_Os01g08060,0,0,0,0,0
LOC_Os01g08070,0,0,0,0,0
LOC_Os01g08090,0,0,0,0,0
LOC_Os01g08100,0,0,0,0,0
LOC_Os01g08110,0,0,52,0,0
LOC_Os01g08120,0,0,0,0,0
LOC_Os01g08130,0,0,0,0,0
LOC_Os01g08140,0,0,0,0,0
LOC_Os01g08150,0,0,0,0,0
LOC_Os01g08160,0,0,0,0,0
LOC_Os01g08170,0,0,0,0,0
LOC_Os01g08180,0,0,0,0,0
LOC_Os01g08190,0,0,0,0,0
LOC_Os01g08200,94,193,82,115,22
LOC_Os01g08220,0,0,0,0,0
LOC_Os01g08240,0,0,0,0,0
LOC_Os01g08250,0,0,0,0,0
LOC_Os01g08260,0,0,0,0,0
LOC_Os01g08270,78,10,26,15,0
LOC_Os01g08280,245,144,105,257,446
LOC_Os01g08290,0,0,11,55,0
LOC_Os01g08300,0,0,0,0,0
LOC_Os01g08310,0,26,0,1,6
LOC_Os01g08320,580,258,62,170,361
LOC_Os01g08330,0,0,0,0,0
LOC_Os01g08340,0,0,0,2,0
LOC_Os01g08350,133.157,92.311,11.148,56.541,181.247
LOC_Os01g08360,0,0,0,0,0
LOC_Os01g08370,0,0,0,0,0
LOC_Os01g08380,0,0,0,0,0
LOC_Os01g08390,0,0,0,0,0
LOC_Os01g08400,2,1,78,71,11
LOC_Os01g08410,833,368,447,416,537
LOC_Os01g08420,0,13,37,36,15
LOC_Os01g08430,244,108,159,169,273
LOC_Os01g08440,4022,2805,2779,3331,6411
LOC_Os01g08450,0,0,0,0,4
LOC_Os01g08460,368,152,173,244,254
LOC_Os01g08464,104,32,0,37,0
LOC_Os01g08470,0,0,0,17,0
LOC_Os01g08480,0,0,0,0,0
LOC_Os01g08490,0,0,0,0,0
LOC_Os01g08500,0,0,0,0,0
LOC_Os01g08510,331,83,28,0,107
LOC_Os01g08520,41,65,115,0,2
LOC_Os01g08530,0,0,0,0,0
LOC_Os01g08540,204,4,116,80,0
LOC_Os01g08550,0,0,63,0,0
LOC_Os01g08560,757,679,430,670,1068
LOC_Os01g08570,0,0,0,0,0
LOC_Os01g08580,201,99,134,118,269
LOC_Os01g08590,0,0,0,0,0
LOC_Os01g08600,1,45,38,44,140
LOC_Os01g08610,0,0,0,0,0
LOC_Os01g08620,0,0,0,0,0
LOC_Os01g08630,0,0,0,0,0
LOC_Os01g08640,0,0,0,0,0
LOC_Os01g08650,0,0,0,11,0
LOC_Os01g08660,37,3,60,3,85
LOC_Os01g08670,0,14,0,1,0
LOC_Os01g08680,1,5,0,81,17
LOC_Os01g08690,0,0,26,0,0
LOC_Os01g08700,2055,1817,1282,1411,2833
LOC_Os01g08710,0,0,0,0,0
LOC_Os01g08720,0,0,0,0,0
LOC_Os01g08730,0,0,0,0,0
LOC_Os01g08740,1,12,0,0,14
LOC_Os01g08750,160,214,209,188,429
LOC_Os01g08760,0,0,0,0,0
LOC_Os01g08770,0,0,0,18,2
LOC_Os01g08780,0,0,0,0,0
LOC_Os01g08790,0,0,0,0,0
LOC_Os01g08800,0,0,0,0,0
LOC_Os01g08810,0,0,0,0,0
LOC_Os01g08814,161,86,65,13,194
LOC_Os01g08820,0,0,0,0,0
LOC_Os01g08830,63,0,30,0,0
LOC_Os01g08840,0,0,0,0,0
LOC_Os01g08850,1,0,0,0,0
LOC_Os01g08860,1,0,3,1,207
LOC_Os01g08870,0,0,0,0,0
LOC_Os01g08880,0,0,0,0,0
LOC_Os01g08890,214.986,451.876,230.025,384.465,418.453
LOC_Os01g08930,218,58,0,53,49
LOC_Os01g08940,0,0,0,0,0
LOC_Os01g08950,0,0,0,26,1
LOC_Os01g08960,2,84,46,138,276
LOC_Os01g08970,81,408,258,164,506
LOC_Os01g08980,0,0,0,0,0
LOC_Os01g08990,0,0,0,0,0
LOC_Os01g09000,357,615,385,537,1211
LOC_Os01g09010,39,0,0,5,126
LOC_Os01g09020,65,34,101,30,267
LOC_Os01g09030,59,82,41,95,322
LOC_Os01g09050,0,0,0,0,0
LOC_Os01g09060,0,0,0,0,0
LOC_Os01g09080,0,0,0,0,0
LOC_Os01g09090,0,0,0,0,0
LOC_Os01g09100,0,0,0,47,0
LOC_Os01g09110,0,0,0,0,0
LOC_Os01g09120,665,435,282,310,850
LOC_Os01g09130,0,0,0,0,0
LOC_Os01g09140,0,0,0,0,0
LOC_Os01g09150,0,0,0,0,0
LOC_Os01g09160,0,0,0,0,0
LOC_Os01g09170,0,0,0,0,0
LOC_Os01g09180,0,0,0,0,0
LOC_Os01g09190,0,0,0,0,0
LOC_Os01g09200,187,236,111,149,438
LOC_Os01g09206,0,0,0,0,0
LOC_Os01g09212,0,0,65,0,0
LOC_Os01g09220,0,0,0,0,0
LOC_Os01g09230,134,0,0,0,0
LOC_Os01g09240,0,0,0,0,0
LOC_Os01g09246,124,151,219,141,496
LOC_Os01g09252,850,888,360,446,803
LOC_Os01g09260,0,0,0,0,0
LOC_Os01g09270,0,0,0,0,0
LOC_Os01g09280,245,56,192,75,141
LOC_Os01g09290,0,0,0,0,0
LOC_Os01g09300,115,290,195,121,391
LOC_Os01g09305,340,45.997,76,56,162.15
LOC_Os01g09310,0,48.999,0,0,1
LOC_Os01g09320,428,226,58,210,509
LOC_Os01g09330,0,0,0,0,0
LOC_Os01g09340,0,0,0,0,0
LOC_Os01g09350,0,0,0,0,0
LOC_Os01g09360,0,0,0,0,0
LOC_Os01g09370,0,22,4,0,36
LOC_Os01g09384,1,0,0,0,0
LOC_Os01g09400,0,0,0,0,0
LOC_Os01g09410,284,44,29,31,156
LOC_Os01g09420,436,115,117,246,374
LOC_Os01g09430,571,1020,824,660,1178
LOC_Os01g09440,0,0,0,0,0
LOC_Os01g09450,197,215,171,68,203
LOC_Os01g09460,0,0,0,0,0
LOC_Os01g09470,0,0,0,0,0
LOC_Os01g09480,0,0,0,0,0
LOC_Os01g09490,0,0,0,0,0
LOC_Os01g09500,0,0,0,0,0
LOC_Os01g09510,265,1,69,49,169
LOC_Os01g09520,0,0,0,0,0
LOC_Os01g09530,0,0,0,0,0
LOC_Os01g09540,808,735,496,1022,854
LOC_Os01g09550,1,0,0,1,0
LOC_Os01g09560,51,128,119,2,397
LOC_Os01g09570,276,266,275,220,233
LOC_Os01g09580,0,0,0,0,0
LOC_Os01g09590,1,0,0,0,0
LOC_Os01g09600,0,0,0,0,0
LOC_Os01g09610,0,0,0,0,0
LOC_Os01g09620,213,70,41,72,122
LOC_Os01g09640,115,125,99,163,184
LOC_Os01g09650,0,0,0,0,0
LOC_Os01g09660,0,0,0,0,0
LOC_Os01g09665,29,0,0,0,0
LOC_Os01g09670,0,1,0,1,0
LOC_Os01g09680,0,0,0,0,0
LOC_Os01g09690,0,0,0,0,0
LOC_Os01g09700,0,0,0,0,0
LOC_Os01g09710,0,0,0,0,0
LOC_Os01g09720,0,0,0,0,0
LOC_Os01g09730,0,0,0,0,0
LOC_Os01g09740,0,22,20,31,102
LOC_Os01g09750,0,0,50,25,43
LOC_Os01g09760,77,22,20,22,0
LOC_Os01g09770,169,5,28,68,86
LOC_Os01g09790,0,0,0,0,0
LOC_Os01g09800,133,23,67,1,142
LOC_Os01g09810,0,0,0,0,0
LOC_Os01g09830,78,14,6,15,194
LOC_Os01g09850,0,0,0,0,1
LOC_Os01g09860,0,0,0,0,1
LOC_Os01g09870,0,0,0,0,0
LOC_Os01g09880,0,32,38,2,0
LOC_Os01g09890,487,292,209,273,384
LOC_Os01g09900,0,0,0,0,0
LOC_Os01g09930,0,0,0,0,0
LOC_Os01g09940,0,0,0,0,0
LOC_Os01g09950,0,0,0,0,0
LOC_Os01g09960,0,0,0,0,0
LOC_Os01g09970,0,0,0,0,0
LOC_Os01g09980,0,0,0,0,0
LOC_Os01g09990,0,0,0,0,0
LOC_Os01g10000,0,0,0,0,0
LOC_Os01g10010,1,1,64,54,100
LOC_Os01g10020,182,75,70,192,142
LOC_Os01g10030,0,41,21,0,155
LOC_Os01g10040,0,63,30,18,0
LOC_Os01g10050,270,128,100,161,45
LOC_Os01g10060,0,0,0,0,0
LOC_Os01g10070,0,0,0,0,0
LOC_Os01g10080,154,2,46,63,0
LOC_Os01g10090,0,0,0,0,0
LOC_Os01g10100,31,71,23,14,286
LOC_Os01g10110,0,0,0,0,0
LOC_Os01g10120,0,0,0,0,0
LOC_Os01g10130,0,0,0,0,0
LOC_Os01g10140,0,0,0,0,0
LOC_Os01g10150,334,388,136,391,576
LOC_Os01g10160,0,0,0,0,0
LOC_Os01g10170,0,0,0,0,0
LOC_Os01g10180,0,0,0,0,0
LOC_Os01g10195,0,0,0,0,0
LOC_Os01g10200,0,0,0,0,0
LOC_Os01g10210,1183,1026,1310,1643,2317
LOC_Os01g10230,0,0,0,0,0
LOC_Os01g10240,0,0,0,0,0
LOC_Os01g10250,839,437,427,386,350
LOC_Os01g10260,0,0,0,0,0
LOC_Os01g10270,0,0,0,0,0
LOC_Os01g10280,179,132,112,137,541
LOC_Os01g10290,68,143,79.939,1.922,240
LOC_Os01g10300,0,0,0,0,0
LOC_Os01g10310,0,0,0,0,0
LOC_Os01g10320,107,43,0,0,0
LOC_Os01g10340,56,0,43,18,99
LOC_Os01g10350,0,0,34,0,1
LOC_Os01g10370,0,0,0,0,0
LOC_Os01g10380,0,0,0,0,0
LOC_Os01g10390,0,0,0,0,0
LOC_Os01g10400,214230.99,166043,150198,167814,298959.057
LOC_Os01g10410,0,0,0,0,0
LOC_Os01g10420,0,0,0,0,0
LOC_Os01g10430,195,58,140,178,59
LOC_Os01g10440,0,8,0,0,0
LOC_Os01g10450,540,349,493,288,939
LOC_Os01g10460,0,0,0,0,0
LOC_Os01g10470,0,0,0,0,0
LOC_Os01g10480,0,0,0,0,0
LOC_Os01g10490,0,0,0,0,0
LOC_Os01g10504,0,0,0,0,0
LOC_Os01g10520,0,0,0,0,0
LOC_Os01g10530,29,72,34,12,0
LOC_Os01g10550,0,0,0,0,0
LOC_Os01g10560,0,0,0,0,0
LOC_Os01g10580,86,76,52,0,25
LOC_Os01g10590,0,0,0,0,0
LOC_Os01g10600,1,0,2,0,3
LOC_Os01g10610,1001,491,520,361,845
LOC_Os01g10630,0,0,0,47,0
LOC_Os01g10640,0,0,0,0,0
LOC_Os01g10650,0,0,0,0,0
LOC_Os01g10660,0,0,0,0,0
LOC_Os01g10670,0,0,0,0,0
LOC_Os01g10680,91,106,128,123,325
LOC_Os01g10690,0,0,66,53,76
LOC_Os01g10700,0,0,0,0,0
LOC_Os01g10710,0,0,0,0,0
LOC_Os01g10720,0,0,0,0,0
LOC_Os01g10740,0,0,0,0,0
LOC_Os01g10750,0,0,0,0,0
LOC_Os01g10760,0,0,0,0,0
LOC_Os01g10770,0,0,0,0,0
LOC_Os01g10780,0,0,0,0,0
LOC_Os01g10790,0,0,42,0,0
LOC_Os01g10800,86,1,0,0,0
LOC_Os01g10810,154,31,116,229,69
LOC_Os01g10820,76,1,4,0,0
LOC_Os01g10830,17,0,0,20,122
LOC_Os01g10840,156.721,66.142,85.984,50.958,92
LOC_Os01g10850,0,0,0,0,0
LOC_Os01g10860,0,16,0,22,2
LOC_Os01g10870,0,0,0,0,0
LOC_Os01g10880,0,0,0,0,0
LOC_Os01g10890,443,296,204,157,848
LOC_Os01g10900,0,0,0,0,0
LOC_Os01g10910,0,0,0,0,0
LOC_Os01g10920,0,0,0,0,0
LOC_Os01g10930,0,0,0,0,0
LOC_Os01g10940,0,0,0,0,0
LOC_Os01g10950,0,30,18,9,176
LOC_Os01g10960,0,0,0,0,0
LOC_Os01g10970,0,0,0,0,0
LOC_Os01g10980,0,0,0,0,0
LOC_Os01g10990,0,0,0,0,0
LOC_Os01g11000,0,0,0,0,0
LOC_Os01g11010,0,0,0,0,0
LOC_Os01g11020,0,0,0,0,0
LOC_Os01g11040,153,69,61,42,52
LOC_Os01g11054,2914,1346,1620,1880,3708
LOC_Os01g11070,20,65,121,92,105
LOC_Os01g11080,0,0,0,0,0
LOC_Os01g11110,0,89,16,64,104
LOC_Os01g11120,161,9,58,151,0
LOC_Os01g11130,0,0,0,0,0
LOC_Os01g11140,0,0,0,0,0
LOC_Os01g11150,0,0,0,0,0
LOC_Os01g11160,200,249,302,145,69
LOC_Os01g11170,0,0,0,0,0
LOC_Os01g11190,0,0,0,0,0
LOC_Os01g11200,0,0,0,0,0
LOC_Os01g11210,0,0,0,0,0
LOC_Os01g11220,0,0,0,0,0
LOC_Os01g11230,712,610,614,594,1976
LOC_Os01g11240,138,160,155,104,145
LOC_Os01g11250,0,0,0,0,0
LOC_Os01g11260,0,0,1,25,125
LOC_Os01g11270,0,0,0,0,0
LOC_Os01g11280,0,0,0,0,0
LOC_Os01g11300,0,0,0,0,0
LOC_Os01g11310,0,0,0,0,0
LOC_Os01g11320,0,0,0,0,0
LOC_Os01g11330,0,0,0,0,0
LOC_Os01g11340,0,34,41,0,78
LOC_Os01g11350,0,0,0,0,0
LOC_Os01g11360,0,0,0,0,0
LOC_Os01g11370,209,61,23,115,196
LOC_Os01g11390,0,0,0,0,0
LOC_Os01g11400,0,0,0,0,0
LOC_Os01g11414,2,0,2,0,0
LOC_Os01g11430,0,0,0,0,0
LOC_Os01g11450,0,0,0,0,0
LOC_Os01g11460,2,0,0,1,1
LOC_Os01g11470,0,0,0,0,0
LOC_Os01g11480,0,0,0,0,0
LOC_Os01g11490,0,0,0,0,0
LOC_Os01g11500,0,0,0,0,0
LOC_Os01g11510,0,0,0,0,0
LOC_Os01g11520,0,0,0,0,0
LOC_Os01g11550,0,0,0,0,0
LOC_Os01g11570,0,20,27,84,151
LOC_Os01g11580,92,120,139,31,135
LOC_Os01g11590,425,10,87,169,233
LOC_Os01g11600,0,0,0,0,2
LOC_Os01g11620,0,0,0,0,0
LOC_Os01g11640,0,0,0,0,0
LOC_Os01g11650,2548,1952,2242,2585,3079
LOC_Os01g11660,0,0,0,0,30
LOC_Os01g11670,0,0,9,0,0
LOC_Os01g11680,0,0,0,0,0
LOC_Os01g11690,0,0,0,0,0
LOC_Os01g11700,0,0,0,0,0
LOC_Os01g11704,0,0,0,0,0
LOC_Os01g11710,0,0,0,0,0
LOC_Os01g11720,0,0,0,0,0
LOC_Os01g11730,0,0,0,0,0
LOC_Os01g11740,0,0,0,0,0
LOC_Os01g11750,0,0,0,0,0
LOC_Os01g11760,0,0,0,0,0
LOC_Os01g11770,0,0,0,0,0
LOC_Os01g11780,0,0,0,0,0
LOC_Os01g11790,0,0,0,0,0
LOC_Os01g11800,0,0,0,0,0
LOC_Os01g11810,0,0,0,0,0
LOC_Os01g11820,0,0,0,0,0
LOC_Os01g11830,0,0,0,0,0
LOC_Os01g11840,0,0,0,0,0
LOC_Os01g11850,0,0,0,0,0
LOC_Os01g11860,0,0,0,0,0
LOC_Os01g11870,0,0,0,0,0
LOC_Os01g11880,0,0,0,91,0
LOC_Os01g11900,239,395,147,396,306
LOC_Os01g11910,0,0,1,0,0
LOC_Os01g11920,0,0,0,0,0
LOC_Os01g11940,0,0,0,0,0
LOC_Os01g11946,676,582,409,594,806
LOC_Os01g11952,80,261,207,209,505
LOC_Os01g11960,225,181,16,0,161
LOC_Os01g11970,0,29,28,26,0
LOC_Os01g11980,0,0,0,0,0
LOC_Os01g11990,0,0,0,0,0
LOC_Os01g12000,0,0,0,0,0
LOC_Os01g12010,0,0,0,0,0
LOC_Os01g12020,0,0,0,0,0
LOC_Os01g12030,0,0,0,0,0
LOC_Os01g12040,0,0,0,0,0
LOC_Os01g12060,0,0,0,0,0
LOC_Os01g12070,0,0,0,0,0
LOC_Os01g12080,359,446,240,860,1229
LOC_Os01g12090,0,0,0,0,0
LOC_Os01g12100,80,135,84,277,348
LOC_Os01g12110,0,0,0,0,0
LOC_Os01g12120,0,0,0,0,0
LOC_Os01g12130,0,0,0,0,1
LOC_Os01g12140,0,0,0,0,0
LOC_Os01g12150,0,0,0,0,0
LOC_Os01g12160,0,0,0,0,0
LOC_Os01g12170,0,0,0,0,0
LOC_Os01g12180,143,0,60,0,0
LOC_Os01g12190,6,0,12,15,84
LOC_Os01g12200,561,469,374,579,540
LOC_Os01g12210,6,0,5,5,0
LOC_Os01g12220,0,0,0,0,0
LOC_Os01g12230,0,0,0,21,0
LOC_Os01g12240,0,0,0,0,0
LOC_Os01g12250,0,0,0,0,0
LOC_Os01g12260,0,0,0,0,0
LOC_Os01g12270,43,0,2,0,0
LOC_Os01g12280,0,0,0,0,0
LOC_Os01g12290,0,0,0,0,0
LOC_Os01g12304,0,0,14,0,0
LOC_Os01g12310,0,0,0,0,0
LOC_Os01g12320,69,0,0,38,0
LOC_Os01g12330,0,0,0,0,0
LOC_Os01g12340,201.564,1,40,114.256,146.98
LOC_Os01g12350,0,1,0,0,0
LOC_Os01g12360,0,0,0,0,0
LOC_Os01g12374,0,0,0,0,0
LOC_Os01g12381,0,0,0,0,2
LOC_Os01g12390,168,0,1,79,50
LOC_Os01g12400,249,71,72,178,384
LOC_Os01g12410,0,0,0,0,0
LOC_Os01g12420,0,0,0,0,0
LOC_Os01g12430,0,0,0,0,0
LOC_Os01g12440,0,0,0,0,0
LOC_Os01g12460,0,0,32,0,0
LOC_Os01g12464,1,0,0,1,0
LOC_Os01g12470,0,0,0,46,132
LOC_Os01g12480,338,29,103,28,0
LOC_Os01g12490,0,0,0,0,1
LOC_Os01g12500,0,0,0,0,0
LOC_Os01g12510,0,0,0,0,0
LOC_Os01g12520,0,0,0,0,0
LOC_Os01g12530,1315,807,441,708,1101
LOC_Os01g12540,14,0,78,114,96
LOC_Os01g12550,73,99,19,120,168
