,V1,V2,V3,V4
LOC_Os01g06180,0,0,0,0
LOC_Os01g06200,0,0,0,0
LOC_Os01g06210,0,0,0,0
LOC_Os01g06220,0,0,0,0
LOC_Os01g06230,0,0,0,0
LOC_Os01g06240,0,0,0,0
LOC_Os01g06250,0,0,0,0
LOC_Os01g06260,0,0,0,0
LOC_Os01g06270,329,132,333,290
LOC_Os01g06280,92,4,0,0
LOC_Os01g06290,342,625,336,513
LOC_Os01g06300,0,0,0,0
LOC_Os01g06310,27,90,91,2025
LOC_Os01g06320,0,0,0,0
LOC_Os01g06330,0,0,0,0
LOC_Os01g06340,5,0,0,48
LOC_Os01g06350,0,0,0,0
LOC_Os01g06360,0,0,0,0
LOC_Os01g06370,0,0,0,0
LOC_Os01g06380,0,0,0,0
LOC_Os01g06390,0,0,0,0
LOC_Os01g06400,0,0,0,0
LOC_Os01g06410,0,0,0,0
LOC_Os01g06420,0,0,0,0
LOC_Os01g06430,0,0,0,0
LOC_Os01g06440,0,0,0,0
LOC_Os01g06450,0,0,0,0
LOC_Os01g06454,60,41,0,0
LOC_Os01g06460,805,642,674,720
LOC_Os01g06470,0,32,0,8
LOC_Os01g06490,332,163,199,291
LOC_Os01g06500,4538,5064,4285,5013
LOC_Os01g06510,59,0,70,177
LOC_Os01g06520,0,0,0,0
LOC_Os01g06530,0,0,0,0
LOC_Os01g06540,0,0,0,0
LOC_Os01g06550,65,1,225,216
LOC_Os01g06560,0,0,0,0
LOC_Os01g06570,0,0,0,0
LOC_Os01g06580,0,0,15,0
LOC_Os01g06590,231,315,222,107
LOC_Os01g06600,36,3,58,83
LOC_Os01g06610,0,0,0,0
LOC_Os01g06620,0,0,0,0
LOC_Os01g06630,0,0,0,0
LOC_Os01g06640,0,0,0,0
LOC_Os01g06650,0,0,0,0
LOC_Os01g06660,74,172,162,41
LOC_Os01g06670,0,0,0,0
LOC_Os01g06680,0,0,0,0
LOC_Os01g06690,0,0,0,0
LOC_Os01g06700,0,0,0,0
LOC_Os01g06710,0,0,0,0
LOC_Os01g06720,0,0,0,0
LOC_Os01g06730,0,0,0,0
LOC_Os01g06740,0,26,18,23
LOC_Os01g06750,0,0,0,0
LOC_Os01g06760,0,0,0,0
LOC_Os01g06770,0,0,0,0
LOC_Os01g06780,0,0,0,0
LOC_Os01g06790,0,0,0,0
LOC_Os01g06800,0,0,0,0
LOC_Os01g06810,0,0,0,0
LOC_Os01g06820,0,0,0,0
LOC_Os01g06836,0,0,0,0
LOC_Os01g06852,0,0,0,0
LOC_Os01g06870,0,0,0,0
LOC_Os01g06876,0,0,0,0
LOC_Os01g06882,0,0,0,0
LOC_Os01g06890,0,0,0,0
LOC_Os01g06900,0,0,0,0
LOC_Os01g06910,0,0,0,0
LOC_Os01g06920,0,0,0,0
LOC_Os01g06940,0,0,0,0
LOC_Os01g06950,0,0,0,0
LOC_Os01g06960,0,0,0,0
LOC_Os01g06970,0,0,0,0
LOC_Os01g06980,0,0,0,0
LOC_Os01g06990,0,0,0,0
LOC_Os01g07000,0,0,0,0
LOC_Os01g07010,0,0,0,0
LOC_Os01g07020,0,0,0,0
LOC_Os01g07030,0,0,0,0
LOC_Os01g07040,0,0,0,0
LOC_Os01g07050,0,0,0,0
LOC_Os01g07060,0,0,0,0
LOC_Os01g07070,579,630,743,724
LOC_Os01g07080,34,15,0,26
LOC_Os01g07090,257,149,207,174
LOC_Os01g07100,4,7,0,0
LOC_Os01g07110,0,0,0,0
LOC_Os01g07120,113,128,233,74
LOC_Os01g07130,0,0,0,0
LOC_Os01g07140,0,0,0,3
LOC_Os01g07150,0,0,0,0
LOC_Os01g07160,0,0,0,0
LOC_Os01g07170,39,34,0,0
LOC_Os01g07180,0,0,0,0
LOC_Os01g07190,0,0,0,0
LOC_Os01g07200,850,1196,722,1796
LOC_Os01g07212,0,0,0,0
LOC_Os01g07240,0,0,0,0
LOC_Os01g07250,449,632,375,380
LOC_Os01g07260,0,0,0,0
LOC_Os01g07270,0,0,0,0
LOC_Os01g07280,0,0,0,0
LOC_Os01g07300,26,42,16,133
LOC_Os01g07310,365,206,221,207
LOC_Os01g07320,0,0,0,0
LOC_Os01g07330,6,0,6,2
LOC_Os01g07340,0,0,0,0
LOC_Os01g07350,0,0,0,0
LOC_Os01g07360,0,0,0,0
LOC_Os01g07364,0,0,0,0
LOC_Os01g07370,457,449,301,410
LOC_Os01g07376,183,85,104,34
LOC_Os01g07382,492,390,169,500
LOC_Os01g07390,133,99,147,97
LOC_Os01g07400,110,136,110,137
LOC_Os01g07410,0,22,0,78
LOC_Os01g07420,1,0,5,7
LOC_Os01g07430,0,0,0,0
LOC_Os01g07450,0,0,0,0
LOC_Os01g07460,0,0,0,0
LOC_Os01g07470,0,0,0,0
LOC_Os01g07480,0,0,0,0
LOC_Os01g07490,34,71,200,168
LOC_Os01g07500,743,720,1318,939
LOC_Os01g07510,0,0,0,0
LOC_Os01g07520,282,327,452,113
LOC_Os01g07530,1164,1050,1241,1429
LOC_Os01g07540,36,57,51,89
LOC_Os01g07550,0,0,0,0
LOC_Os01g07560,0,0,0,0
LOC_Os01g07570,1,0,0,0
LOC_Os01g07590,332,179,292,322
LOC_Os01g07600,62,25,0,0
LOC_Os01g07610,15,0,0,0
LOC_Os01g07620,101,95,135,77
LOC_Os01g07630,136,69,231,205
LOC_Os01g07640,0,0,0,0
LOC_Os01g07650,0,0,0,0
LOC_Os01g07660,0,0,0,0
LOC_Os01g07670,0,0,0,0
LOC_Os01g07680,0,0,0,0
LOC_Os01g07700,282,305,145,270
LOC_Os01g07710,0,0,0,0
LOC_Os01g07720,162,249,257,165
LOC_Os01g07730,1332,1186,1374,1712
LOC_Os01g07740,124,80,194,279
LOC_Os01g07750,301,168,224,261
LOC_Os01g07760,2315,1077,1926,2366
LOC_Os01g07770,0,0,0,35
LOC_Os01g07780,170,214,391,293
LOC_Os01g07790,0,0,0,0
LOC_Os01g07800,38,25,79,175
LOC_Os01g07810,1179,566,1151,1133
LOC_Os01g07820,1.999,12.2,5,0
LOC_Os01g07830,0,0,0,0
LOC_Os01g07840,0,0,0,0
LOC_Os01g07850,0,0,0,0
LOC_Os01g07860,0,0,0,0
LOC_Os01g07870,67,6,148,33
LOC_Os01g07880,192,65,168,293
LOC_Os01g07890,0,21,47,0
LOC_Os01g07900,14,28,0,0
LOC_Os01g07910,181,242,130,420
LOC_Os01g07920,21,68,80,24
LOC_Os01g07930,0,0,0,0
LOC_Os01g07940,414,401,313,245.002
LOC_Os01g07950,274,252,136.996,391
LOC_Os01g07960,1276,796,1123,1386
LOC_Os01g07970,41,44,0,0
LOC_Os01g07980,0,0,0,0
LOC_Os01g07990,0,0,0,0
LOC_Os01g08000,0,7.946,0,0
LOC_Os01g08010,0,48,0,0
LOC_Os01g08020,21,0,0,0
LOC_Os01g08050,0,0,0,0
LOC_Os01g08060,0,0,0,0
LOC_Os01g08070,0,0,0,0
LOC_Os01g08090,0,0,0,0
LOC_Os01g08100,0,0,0,0
LOC_Os01g08110,0,0,0,0
LOC_Os01g08120,0,0,0,0
LOC_Os01g08130,0,0,0,0
LOC_Os01g08140,0,0,0,0
LOC_Os01g08150,0,0,0,0
LOC_Os01g08160,331,487,311,130
LOC_Os01g08170,0,0,0,0
LOC_Os01g08180,0,0,0,0
LOC_Os01g08190,84,24,71,253
LOC_Os01g08200,465,431,159,80
LOC_Os01g08220,0,0,0,0
LOC_Os01g08240,0,0,0,0
LOC_Os01g08250,0,0,0,0
LOC_Os01g08260,0,0,0,0
LOC_Os01g08270,49,29,53,1
LOC_Os01g08280,149,270,238,39
LOC_Os01g08290,26,15,33,111
LOC_Os01g08300,0,0,0,0
LOC_Os01g08310,1,7,28,0
LOC_Os01g08320,493,722,342,467
LOC_Os01g08330,0,0,0,0
LOC_Os01g08340,2,21,0,0
LOC_Os01g08350,466.375,331.973,150.192,426.744
LOC_Os01g08360,0,0,0,0
LOC_Os01g08370,0,0,44,1
LOC_Os01g08380,0,0,0,0
LOC_Os01g08390,0,0,0,0
LOC_Os01g08400,196,136,145,210
LOC_Os01g08410,986,1220,1133,1933
LOC_Os01g08420,105,30,81,45
LOC_Os01g08430,364,184,575,409
LOC_Os01g08440,350,604,545,389
LOC_Os01g08450,0,6,0,0
LOC_Os01g08460,27,106,34,0
LOC_Os01g08464,0,0,0,0
LOC_Os01g08470,0,0,0,120
LOC_Os01g08480,0,0,0,0
LOC_Os01g08490,0,0,0,0
LOC_Os01g08500,0,0,0,0
LOC_Os01g08510,0,21,0,0
LOC_Os01g08520,19,111,58,111
LOC_Os01g08530,0,0,0,0
LOC_Os01g08540,142,0,27,15
LOC_Os01g08550,47,0,4,0
LOC_Os01g08560,3074,3428,4173,3481
LOC_Os01g08570,0,0,0,0
LOC_Os01g08580,397,382,563,314
LOC_Os01g08590,0,0,0,0
LOC_Os01g08600,239,44,91,51
LOC_Os01g08610,0,0,0,0
LOC_Os01g08620,0,0,0,0
LOC_Os01g08630,0,0,0,0
LOC_Os01g08640,0,0,0,0
LOC_Os01g08650,39,60,103,59
LOC_Os01g08660,403,375,325,366
LOC_Os01g08670,96,21,57,106
LOC_Os01g08680,70,0,0,0
LOC_Os01g08690,0,36,0,52
LOC_Os01g08700,1304,1078,1772,1436
LOC_Os01g08710,0,0,0,0
LOC_Os01g08720,0,0,0,0
LOC_Os01g08730,0,0,0,0
LOC_Os01g08740,0,0,0,0
LOC_Os01g08750,481,326,556,941
LOC_Os01g08760,0,0,0,4
LOC_Os01g08770,90,132,352,79
LOC_Os01g08780,56,67,0,50
LOC_Os01g08790,0,0,0,0
LOC_Os01g08800,0,0,0,0
LOC_Os01g08810,0,0,0,0
LOC_Os01g08814,195,235,141,147
LOC_Os01g08820,0,0,0,0
LOC_Os01g08830,0,1,94,93
LOC_Os01g08840,0,0,0,0
LOC_Os01g08850,92,63,97,185
LOC_Os01g08860,81,347,355,272
LOC_Os01g08870,0,0,0,0
LOC_Os01g08880,0,0,0,0
LOC_Os01g08890,70.143,122.756,302.08,39.918
LOC_Os01g08930,31,50,159,82
LOC_Os01g08940,0,0,0,0
LOC_Os01g08950,36.946,0,34,0
LOC_Os01g08960,582.054,532,642,467
LOC_Os01g08970,1881,1304,735,1017
LOC_Os01g08980,0,0,0,0
LOC_Os01g08990,0,0,0,0
LOC_Os01g09000,1147,1038,962,1199
LOC_Os01g09010,272,386,266,113
LOC_Os01g09020,167,115,173,287
LOC_Os01g09030,37,136,11,57
LOC_Os01g09050,0,0,0,0
LOC_Os01g09060,0,0,0,0
LOC_Os01g09080,0,0,0,0
LOC_Os01g09090,0,0,0,0
LOC_Os01g09100,0,0,0,0
LOC_Os01g09110,0,0,0,0
LOC_Os01g09120,370,276,302,338
LOC_Os01g09130,0,0,0,0
LOC_Os01g09140,0,0,0,0
LOC_Os01g09150,0,0,0,0
LOC_Os01g09160,0,0,0,0
LOC_Os01g09170,0,0,0,0
LOC_Os01g09180,0,0,0,0
LOC_Os01g09190,0,0,0,0
LOC_Os01g09200,589,984,877,828
LOC_Os01g09206,0,0,0,0
LOC_Os01g09212,32,0,48,4
LOC_Os01g09220,37,0,41,0
LOC_Os01g09230,14,1,105,0
LOC_Os01g09240,0,0,0,0
LOC_Os01g09246,381,477,548,685
LOC_Os01g09252,1156,901,900,891
LOC_Os01g09260,0,0,0,0
LOC_Os01g09270,0,0,0,0
LOC_Os01g09280,242,504,242,590
LOC_Os01g09290,0,0,0,0
LOC_Os01g09300,1477,1900,1928,2382.999
LOC_Os01g09305,58.005,87,49,71
LOC_Os01g09310,69,104,5,24
LOC_Os01g09320,10739,9306,9225,11080
LOC_Os01g09330,0,0,0,0
LOC_Os01g09340,0,0,0,0
LOC_Os01g09350,0,0,0,0
LOC_Os01g09360,0,0,0,0
LOC_Os01g09370,54,61,149,108
LOC_Os01g09384,133,21.054,65,0
LOC_Os01g09400,0,0,0,0
LOC_Os01g09410,129,93,141,73
LOC_Os01g09420,378,260,434,501
LOC_Os01g09430,2271,2312,1921,2282
LOC_Os01g09440,0,0,0,0
LOC_Os01g09450,8794,7594,7992,7361
LOC_Os01g09460,25,0,0,93
LOC_Os01g09470,0,0,0,0
LOC_Os01g09480,0,0,0,0
LOC_Os01g09490,0,0,0,0
LOC_Os01g09500,0,0,22,0
LOC_Os01g09510,815,642,891,1309
LOC_Os01g09520,0,0,0,0
LOC_Os01g09530,0,0,0,0
LOC_Os01g09540,30,1,87,36
LOC_Os01g09550,138,65,160,138
LOC_Os01g09560,867,860,633,872
LOC_Os01g09570,1577,1407,1857,1367
LOC_Os01g09580,0,0,0,0
LOC_Os01g09590,72,195,9,93
LOC_Os01g09600,0,0,0,0
LOC_Os01g09610,0,0,0,0
LOC_Os01g09620,79,130,96,74
LOC_Os01g09640,341,205,458,585
LOC_Os01g09650,0,0,0,0
LOC_Os01g09660,0,0,0,0
LOC_Os01g09665,34,47,12,0
LOC_Os01g09670,24,41,0,0
LOC_Os01g09680,0,0,0,0
LOC_Os01g09690,0,0,0,0
LOC_Os01g09700,38,0,13,241
LOC_Os01g09710,0,0,0,0
LOC_Os01g09720,0,0,0,0
LOC_Os01g09730,0,0,0,0
LOC_Os01g09740,50,54,0,65
LOC_Os01g09750,47,108,45,119
LOC_Os01g09760,80,250,1,67
LOC_Os01g09770,633,759,595,694
LOC_Os01g09790,22,17,0,0
LOC_Os01g09800,13,12,34,43
LOC_Os01g09810,0,0,0,0
LOC_Os01g09830,1851,1921,2493,2484
LOC_Os01g09850,208,159,232,180
LOC_Os01g09860,15,2,124,0
LOC_Os01g09870,0,0,0,0
LOC_Os01g09880,21,59,82,0
LOC_Os01g09890,1192,764,743,1427
LOC_Os01g09900,0,0,0,0
LOC_Os01g09930,0,0,0,0
LOC_Os01g09940,0,0,0,0
LOC_Os01g09950,0,0,0,0
LOC_Os01g09960,0,0,0,0
LOC_Os01g09970,0,0,0,0
LOC_Os01g09980,0,0,0,0
LOC_Os01g09990,0,0,0,0
LOC_Os01g10000,0,0,0,0
LOC_Os01g10010,159,327,130,383
LOC_Os01g10020,409,335,191,132
LOC_Os01g10030,25,3,41,0
LOC_Os01g10040,0,0,0,20
LOC_Os01g10050,397,607,420,289
LOC_Os01g10060,0,0,0,0
LOC_Os01g10070,0,0,0,0
LOC_Os01g10080,58,45,7,11
LOC_Os01g10090,35,0,0,0
LOC_Os01g10100,123,40,136,0
LOC_Os01g10110,0,0,0,0
LOC_Os01g10120,0,0,0,0
LOC_Os01g10130,0,0,0,0
LOC_Os01g10140,41,239,185,175
LOC_Os01g10150,732,1021,864,793
LOC_Os01g10160,0,0,0,0
LOC_Os01g10170,0,0,0,0
LOC_Os01g10180,0,0,0,0
LOC_Os01g10195,3,0,0,0
LOC_Os01g10200,0,0,0,0
LOC_Os01g10210,154,259,165,142
LOC_Os01g10230,0,0,0,0
LOC_Os01g10240,0,0,0,0
LOC_Os01g10250,460,665,1006,611
LOC_Os01g10260,0,0,0,0
LOC_Os01g10270,0,0,0,0
LOC_Os01g10280,402,501,263,600
LOC_Os01g10290,197.291,248.802,236.024,428.518
LOC_Os01g10300,21,0,0,0
LOC_Os01g10310,0,0,0,0
LOC_Os01g10320,77,11,0,130
LOC_Os01g10340,134,131,49,142
LOC_Os01g10350,132,153,217,311
LOC_Os01g10370,0,0,0,0
LOC_Os01g10380,0,0,0,0
LOC_Os01g10390,0,0,0,0
LOC_Os01g10400,247000,250178,265337,346977.996
LOC_Os01g10410,0,0,0,0
LOC_Os01g10420,0,0,0,0
LOC_Os01g10430,285,346,191,165
LOC_Os01g10440,0,0,0,0
LOC_Os01g10450,577,454,257,305
LOC_Os01g10460,0,0,0,0
LOC_Os01g10470,0,0,0,0
LOC_Os01g10480,0,0,0,0
LOC_Os01g10490,0,0,0,0
LOC_Os01g10504,16,30,0,0
LOC_Os01g10520,0,0,0,0
LOC_Os01g10530,280,249,192,254
LOC_Os01g10550,0,0,0,0
LOC_Os01g10560,0,1.078,0,0
LOC_Os01g10580,31,22,0,26
LOC_Os01g10590,0,0,0,0
LOC_Os01g10600,0,5,0,2
LOC_Os01g10610,2536,2943,2412,2606
LOC_Os01g10630,0,47,29,45
LOC_Os01g10640,0,0,0,0
LOC_Os01g10650,0,0,0,0
LOC_Os01g10660,0,0,0,0
LOC_Os01g10670,0,0,0,0
LOC_Os01g10680,136,305,107,428
LOC_Os01g10690,120,114,9,253
LOC_Os01g10700,0,0,0,0
LOC_Os01g10710,0,0,0,0
LOC_Os01g10720,0,0,0,0
LOC_Os01g10740,0,0,0,0
LOC_Os01g10750,0,0,0,0
LOC_Os01g10760,0,0,0,0
LOC_Os01g10770,0,0,0,0
LOC_Os01g10780,0,0,0,0
LOC_Os01g10790,34,37,40,126
LOC_Os01g10800,0,0,0,0
LOC_Os01g10810,0,0,18,0
LOC_Os01g10820,28,2,9,10
LOC_Os01g10830,0,31,0,67
LOC_Os01g10840,356.616,242.005,202.911,331.002
LOC_Os01g10850,0,0,0,0
LOC_Os01g10860,88,343,66,226
LOC_Os01g10870,0,0,0,0
LOC_Os01g10880,0,0,0,0
LOC_Os01g10890,23,3,0,0
LOC_Os01g10900,0,0,0,0
LOC_Os01g10910,0,0,0,0
LOC_Os01g10920,0,0,0,27
LOC_Os01g10930,30,30,0,72
LOC_Os01g10940,0,0,0,0
LOC_Os01g10950,165,231,93,91
LOC_Os01g10960,0,0,0,0
LOC_Os01g10970,0,0,0,0
LOC_Os01g10980,0,0,0,0
LOC_Os01g10990,0,0,0,0
LOC_Os01g11000,0,0,0,0
LOC_Os01g11010,0,0,0,0
LOC_Os01g11020,0,0,0,0
LOC_Os01g11040,278,456,411,361
LOC_Os01g11054,709,262,565,374
LOC_Os01g11070,171,223,270,323
LOC_Os01g11080,0,0,0,0
LOC_Os01g11110,200,127,163,91
LOC_Os01g11120,133,243,130,290
LOC_Os01g11130,0,0,0,0
LOC_Os01g11140,0,0,0,0
LOC_Os01g11150,0,0,27,0
LOC_Os01g11160,22,0,20,0
LOC_Os01g11170,0,0,0,0
LOC_Os01g11190,0,0,0,0
LOC_Os01g11200,0,0,0,0
LOC_Os01g11210,0,0,0,0
LOC_Os01g11220,0,0,0,0
LOC_Os01g11230,1335,1343,1693,1658
LOC_Os01g11240,11500,10773,11494,13851
LOC_Os01g11250,0,0,0,0
LOC_Os01g11260,69,89,73,132
LOC_Os01g11270,1,0,0,0
LOC_Os01g11280,0,0,0,0
LOC_Os01g11300,0,0,0,0
LOC_Os01g11310,0,0,0,0
LOC_Os01g11320,0,0,0,0
LOC_Os01g11330,0,0,0,0
LOC_Os01g11340,17,0,50,77
LOC_Os01g11350,0,0,0,0
LOC_Os01g11360,0,0,0,0
LOC_Os01g11370,36,71,151,91
LOC_Os01g11390,0,0,0,0
LOC_Os01g11400,0,0,0,0
LOC_Os01g11414,1328,1176,606,624
LOC_Os01g11430,0,0,0,0
LOC_Os01g11450,0,0,0,0
LOC_Os01g11460,57,172,25,492
LOC_Os01g11470,0,0,0,0
LOC_Os01g11480,0,0,0,0
LOC_Os01g11490,0,0,0,0
LOC_Os01g11500,0,0,0,0
LOC_Os01g11510,0,0,0,0
LOC_Os01g11520,0,0,0,0
LOC_Os01g11550,14,0,0,0
LOC_Os01g11570,197,54,209,86
LOC_Os01g11580,315,395,345,161
LOC_Os01g11590,144,138,51,0
LOC_Os01g11600,0,0,0,0
LOC_Os01g11620,273,108,74,93
LOC_Os01g11640,0,0,0,0
LOC_Os01g11650,1435,2093,2466,1860
LOC_Os01g11660,10,140,0,0
LOC_Os01g11670,25,0,0,0
LOC_Os01g11680,0,0,0,0
LOC_Os01g11690,0,0,0,0
LOC_Os01g11700,0,0,0,0
LOC_Os01g11704,0,0,0,0
LOC_Os01g11710,0,0,0,0
LOC_Os01g11720,0,0,0,0
LOC_Os01g11730,0,0,0,0
LOC_Os01g11740,0,0,0,0
LOC_Os01g11750,0,0,0,0
LOC_Os01g11760,0,0,0,0
LOC_Os01g11770,0,0,0,0
LOC_Os01g11780,0,0,0,0
LOC_Os01g11790,0,0,0,0
LOC_Os01g11800,0,0,0,0
LOC_Os01g11810,23,0,0,0
LOC_Os01g11820,0,0,8,0
LOC_Os01g11830,0,0,0,0
LOC_Os01g11840,0,0,0,0
LOC_Os01g11850,0,0,0,0
LOC_Os01g11860,0,0,0,0
LOC_Os01g11870,0,0,0,0
LOC_Os01g11880,2,0,26,58
LOC_Os01g11900,1806,1515,1578,2174
LOC_Os01g11910,150,66,79,52
LOC_Os01g11920,0,0,0,0
LOC_Os01g11940,0,0,0,0
LOC_Os01g11946,241,185,175,151
LOC_Os01g11952,253,320,286,301
LOC_Os01g11960,231,131,190,65
LOC_Os01g11970,98,164,45,74
LOC_Os01g11980,9,41,38,23
LOC_Os01g11990,1,0,0,0
LOC_Os01g12000,0,0,0,0
LOC_Os01g12010,0,0,0,0
LOC_Os01g12020,0,0,0,0
LOC_Os01g12030,0,0,0,0
LOC_Os01g12040,0,0,0,0
LOC_Os01g12060,0,0,0,0
LOC_Os01g12070,0,0,0,0
LOC_Os01g12080,850,664,815,902
LOC_Os01g12090,6,2,0,1
LOC_Os01g12100,899,811,549,645
LOC_Os01g12110,0,0,0,0
LOC_Os01g12120,0,0,0,0
LOC_Os01g12130,263,167,238,351
LOC_Os01g12140,0,0,0,0
LOC_Os01g12150,0,0,0,0
LOC_Os01g12160,0,0,1,9
LOC_Os01g12170,0,0,0,0
LOC_Os01g12180,62,154,5,0
LOC_Os01g12190,417,1091,1207,1881
LOC_Os01g12200,213,328,267,260
LOC_Os01g12210,3835,4060,3492,5185
LOC_Os01g12220,0,0,0,0
LOC_Os01g12230,0,0,0,0
LOC_Os01g12240,0,0,0,0
LOC_Os01g12250,24,0,0,0
LOC_Os01g12260,26,0,0,0
LOC_Os01g12270,13,22,12,0
LOC_Os01g12280,0,0,0,0
LOC_Os01g12290,0,0,66,0
LOC_Os01g12304,0,0,0,0
LOC_Os01g12310,0,0,0,0
LOC_Os01g12320,95,173,71,39
LOC_Os01g12330,0,0,0,0
LOC_Os01g12340,28,96.332,118,67
LOC_Os01g12350,0,0,0,0
LOC_Os01g12360,0,0,0,0
LOC_Os01g12374,0,0,0,0
LOC_Os01g12381,0,42,0,0
LOC_Os01g12390,57,0,142,52
LOC_Os01g12400,144,228,514,506
LOC_Os01g12410,0,0,0,0
LOC_Os01g12420,0,0,0,0
LOC_Os01g12430,0,0,0,0
LOC_Os01g12440,0,27,21,82
LOC_Os01g12460,0,0,0,0
LOC_Os01g12464,248,114,213,124
LOC_Os01g12470,84,8,151,169
LOC_Os01g12480,207,256,257,325
LOC_Os01g12490,404,442,273,420
LOC_Os01g12500,0,0,0,0
LOC_Os01g12510,0,0,0,0
LOC_Os01g12520,0,0,0,0
LOC_Os01g12530,1131,732,786,930
LOC_Os01g12540,139,53,197,196
LOC_Os01g12550,257,101,280,54
LOC_Os01g12560,6,34,20,125
LOC_Os01g12570,0,0,0,0
LOC_Os01g12580,0,0,1,0
LOC_Os01g12590,0,0,0,0
LOC_Os01g12600,0,0,0,0
LOC_Os01g12610,0,0,0,0
LOC_Os01g12630,0,0,0,0
LOC_Os01g12640,0,0,0,0
LOC_Os01g12650,396,373,426,384
LOC_Os01g12660,0,0,0,0
LOC_Os01g12670,206,96,102,123
LOC_Os01g12680,0,0,0,0
LOC_Os01g12690,0,0,0,0
LOC_Os01g12700,0,0,0,0
LOC_Os01g12710,325,300,217,353
LOC_Os01g12720,771,742,1243,663
LOC_Os01g12730,366,428,377,146
LOC_Os01g12740,180,139,79,173
LOC_Os01g12750,86,62,185,83
LOC_Os01g12760,0,0,0,0
LOC_Os01g12770,0,0,105,0
LOC_Os01g12780,0,0,0,0
LOC_Os01g12790,0,0,1,0
LOC_Os01g12800,129,114,211,1
LOC_Os01g12810,359,383,250,461
LOC_Os01g12820,2,0,2,0
LOC_Os01g12830,519,729,432,491
LOC_Os01g12840,0,49,0,98
LOC_Os01g12850,0,0,0,0
LOC_Os01g12860,0,22,0,0
LOC_Os01g12870,79,104,30,129
LOC_Os01g12880,531,953,693,582
LOC_Os01g12890,342,479,369,187
LOC_Os01g12900,51,1,0,0
LOC_Os01g12910,180,590,510,178
LOC_Os01g12920,346,547,439,650
LOC_Os01g12930,0,0,1,0
LOC_Os01g12940,0,0,0,0
LOC_Os01g12950,168.692,161.188,97.102,97.804
LOC_Os01g12990,0,0,0,0
LOC_Os01g13000,631,341,525,695
LOC_Os01g13010,0,0,0,0
LOC_Os01g13020,0,0,0,0
LOC_Os01g13024,0,4,5,0
LOC_Os01g13030,1392,1599,1169,1646
LOC_Os01g13040,0,0,0,0
LOC_Os01g13050,0,0,0,0
LOC_Os01g13060,324,329,419,956
LOC_Os01g13070,0,0,0,0
LOC_Os01g13080,925,757,1038,575
LOC_Os01g13090,71,89,146,121
LOC_Os01g13100,301,181,289,343
LOC_Os01g13120,0,0,0,0
LOC_Os01g13130,0,0,0,0
LOC_Os01g13140,0,0,0,0
LOC_Os01g13150,129,117,152,244
LOC_Os01g13160,1194,1119,606,1223
LOC_Os01g13170,320,442,193,903
LOC_Os01g13180,0,0,0,0
LOC_Os01g13190,150,363,534,671
LOC_Os01g13200,169,521,397,473
LOC_Os01g13210,205,130,421,503
LOC_Os01g13229,0,0,0,0
LOC_Os01g13250,0,0,0,0
LOC_Os01g13260,0,0,0,0
LOC_Os01g13270,0,0,0,0
LOC_Os01g13280,56,243,94,196.642
LOC_Os01g13285,0,1,61,33
LOC_Os01g13300,69,0,3,61
LOC_Os01g13310,0,0,0,0
LOC_Os01g13320,821,511,339,572
LOC_Os01g13330,0,0,0,0
LOC_Os01g13340,27,0,0,3
LOC_Os01g13350,57.323,79.997,218.912,7
LOC_Os01g13360,0,0,0,0
LOC_Os01g13370,124,198,44,305
LOC_Os01g13380,0,0,0,0
LOC_Os01g13390,634,524,617,481
LOC_Os01g13404,61,30,4,0
LOC_Os01g13420,170,176,181,329
LOC_Os01g13430,180,167,121,271
LOC_Os01g13440,0,0,0,0
LOC_Os01g13450,0,0,0,0
LOC_Os01g13460,538,303,481,636
LOC_Os01g13470,200,240,400,142
LOC_Os01g13480,556,455,491,525
LOC_Os01g13490,0,45,0,66
LOC_Os01g13500,0,0,0,0
LOC_Os01g13510,0,0,0,0
LOC_Os01g13520,244,250,277,204
LOC_Os01g13530,0,0,0,4
LOC_Os01g13540,703,731,871,709
LOC_Os01g13550,250,352,356,403
LOC_Os01g13560,0,0,0,0
LOC_Os01g13570,0,1,0,0
LOC_Os01g13590,0,0,0,0
LOC_Os01g13600,0,0,0,0
LOC_Os01g13610,0,0,0,0
LOC_Os01g13620,0,0,0,0
LOC_Os01g13630,0,0,0,0
LOC_Os01g13640,0,0,0,0
LOC_Os01g13650,0,0,0,0
LOC_Os01g13660,607,495,480,439
LOC_Os01g13670,0,0,0,0
LOC_Os01g13680,0,0,0,0
LOC_Os01g13690,2813,2012,3220,1600
LOC_Os01g13700,1140,1367,1232,2157
LOC_Os01g13710,0,0,0,0
LOC_Os01g13720,305,50,148,280
LOC_Os01g13730,529,286,292,162
LOC_Os01g13740,434,308,608,316
LOC_Os01g13760,498.673,603.642,476.087,304.186
LOC_Os01g13770,1673.327,1836.358,1727.913,1325.814
LOC_Os01g13780,0,0,0,0
LOC_Os01g13800,665,917,641,1065
LOC_Os01g13810,0,0,0,0
LOC_Os01g13820,0,0,0,0
LOC_Os01g13830,0,0,0,0
LOC_Os01g13840,0,0,0,0
LOC_Os01g13850,0,0,0,0
LOC_Os01g13860,0,0,0,0
LOC_Os01g13870,0,0,0,0
LOC_Os01g13880,0,0,0,0
LOC_Os01g13890,0,0,0,0
LOC_Os01g13900,0,0,0,0
LOC_Os01g13910,0,0,0,0
LOC_Os01g13920,0,0,0,0
